TAIR ID;Name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1 logFC_4h_SRP017925;2 logFC_4h_SRP017926;3 logFC_4h_SRP069072;4 logFC_4h_SRP076862_root;5 logFC_4h_SRP168223;6 logFC_12h_SRP017925;7 logFC_24h_SRP017925;8 logFC_4h_SRP076862_shoot;9 logFC_4h_GSE7432;10 logFC_4h_SRP126162;11 logFC_2h_SRP118634;12 logFC_4h_SRP118634;13 logFC_4h_GSE84446;14 logFC_8h_GSE84446;15 logFC_12h_GSE84446;16 logFC_24h_GSE84446;1 FDR_4h_SRP017925;2 FDR_4h_SRP017926;3 FDR_4h_SRP069072;4 FDR_4h_SRP076862_root;5 FDR_4h_SRP168223;6 FDR_12h_SRP017925;7 FDR_24h_SRP017925;8 FDR_4h_SRP076862_shoot;9 FDR_4h_GSE7432;10 FDR_4h_SRP126162;11 FDR_2h_SRP118634;12 FDR_4h_SRP118634;13 FDR_4h_GSE84446;14 FDR_8h_GSE84446;15 FDR_12h_GSE84446;16 FDR_24h_GSE84446
AT5G16880;Target of Myb protein 1(AT5G16880);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.015308586;;;;;;;;
AT1G74920;aldehyde dehydrogenase 10A8(ALDH10A8);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.014125223;;;;;;;;
AT2G17360;Ribosomal protein S4 (RPS4A) family protein(AT2G17360);;6#8#12;3;4h;;;;;;0.6;;0.3;;;;0.2;;;;;;;;;;0.019630798;;0.022932086;;;;0.02056377;;;;
AT5G24690;plant/protein, putative (DUF3411)(AT5G24690);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.021155401;;;;;;;;
AT5G48300;ADP glucose pyrophosphorylase 1(ADG1);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.036760508;;;;;;;;
AT5G37790;Protein kinase superfamily protein(AT5G37790);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.035555246;;;;;;;;
AT2G23090;Uncharacterized protein family SERF(AT2G23090);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.025834977;;;;;;;;
AT3G09500;Ribosomal L29 family protein(AT3G09500);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.02635451;;;;;;;;
AT1G05890;RING/U-box superfamily protein(ARI5);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.022855453;;;;;;;;
AT5G23890;GPI-anchored adhesin-like protein(AT5G23890);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.035010799;;;;;;;;
AT1G80780;Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT1G80780);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.017829899;;;;;;;;
AT5G11580;Regulator of chromosome condensation (RCC1) family protein(AT5G11580);;8#10;2;4h;;;;;;;;0.3;;0.5;;;;;;;;;;;;;;0.028926601;;0.006703999;;;;;;
AT5G66680;dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein(DGL1);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.019270119;;;;;;;;
AT3G57870;sumo conjugation enzyme 1(SCE1);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.013804402;;;;;;;;
AT3G46970;alpha-glucan phosphorylase 2(PHS2);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.031494936;;;;;;;;
AT3G27300;glucose-6-phosphate dehydrogenase 5(G6PD5);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.036892715;;;;;;;;
AT4G37790;Homeobox-leucine zipper protein family(HAT22);12;8;2;4h;;;;;;;;0.3;;;;-0.7;;;;;;;;;;;;0.03734482;;;;1.25E-05;;;;
AT1G52300;Zinc-binding ribosomal protein family protein(AT1G52300);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.002848783;;;;;;;;
AT3G11200;alfin-like 2(AL2);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.038802038;;;;;;;;
AT3G48730;glutamate-1-semialdehyde 2,1-aminomutase 2(GSA2);;8;1;4h;;;;;;;;0.3;;;;;;;;;;;;;;;;0.006295405;;;;;;;;
AT5G18680;tubby like protein 11(TLP11);12;8;2;4h;;;;;;;;0.4;;;;-0.5;;;;;;;;;;;;0.034799483;;;;1.13E-07;;;;
AT3G01280;voltage dependent anion channel 1(VDAC1);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.0328722;;;;;;;;
AT2G37480;hypothetical protein(AT2G37480);;8#10#12#15;4;4h;;;;;;;;0.4;;0.3;;0.3;;;0.9;;;;;;;;;0.00609702;;0.036824689;;0.000135584;;;0.011131491;
AT5G55630;Outward rectifying potassium channel protein(KCO1);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.03589198;;;;;;;;
AT1G04270;cytosolic ribosomal protein S15(RPS15);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.002119808;;;;;;;;
AT1G57860;Translation protein SH3-like family protein(AT1G57860);;8#10;2;4h;;;;;;;;0.4;;0.3;;;;;;;;;;;;;;0.013498805;;0.035569216;;;;;;
AT3G04920;Ribosomal protein S24e family protein(AT3G04920);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.006158555;;;;;;;;
AT1G09620;ATP binding/leucine-tRNA ligases/aminoacyl-tRNA ligase(AT1G09620);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.010619455;;;;;;;;
AT1G77940;Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein(AT1G77940);7;8;2;4h;;;;;;;-0.7;0.4;;;;;;;;;;;;;;;0.012804605;0.017047118;;;;;;;;
AT5G41520;RNA binding Plectin/S10 domain-containing protein(RPS10B);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.00159358;;;;;;;;
AT1G60170;pre-mRNA processing ribonucleoprotein binding region-containing protein(emb1220);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.027593056;;;;;;;;
AT3G07790;DGCR14-like protein(AT3G07790);;8#10;2;4h;;;;;;;;0.4;;0.4;;;;;;;;;;;;;;0.025762044;;0.023662801;;;;;;
AT2G37660;NAD(P)-binding Rossmann-fold superfamily protein(AT2G37660);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.004583762;;;;;;;;
AT1G80410;tetratricopeptide repeat (TPR)-containing protein(EMB2753);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.007245588;;;;;;;;
AT5G23120;photosystem II stability/assembly factor, chloroplast (HCF136)(HCF136);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.006167219;;;;;;;;
AT5G54430;Adenine nucleotide alpha hydrolases-like superfamily protein(PHOS32);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.003655098;;;;;;;;
AT5G20290;Ribosomal protein S8e family protein(AT5G20290);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.000599673;;;;;;;;
AT4G31080;integral membrane metal-binding family protein (DUF2296)(AT4G31080);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.008565113;;;;;;;;
AT2G18040;peptidylprolyl cis/trans isomerase, NIMA-interacting 1(PIN1AT);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.011840538;;;;;;;;
AT1G08360;Ribosomal protein L1p/L10e family(AT1G08360);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.000118391;;;;;;;;
AT4G07410;Transducin family protein / WD-40 repeat family protein(PCN);;8#10;2;4h;;;;;;;;0.4;;0.4;;;;;;;;;;;;;;0.017822897;;0.00353872;;;;;;
AT1G15930;Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein(AT1G15930);;8#10;2;4h;;;;;;;;0.4;;0.4;;;;;;;;;;;;;;0.041250789;;0.002116689;;;;;;
AT1G18890;calcium-dependent protein kinase 1(CDPK1);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.011668623;;;;;;;;
AT5G13260;myosin(AT5G13260);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.024838786;;;;;;;;
AT5G28900;Calcium-binding EF-hand family protein(AT5G28900);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.036155311;;;;;;;;
AT1G67785;hypothetical protein(AT1G67785);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.044516581;;;;;;;;
AT4G24830;arginosuccinate synthase family(AT4G24830);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.034309961;;;;;;;;
AT2G36000;Mitochondrial transcription termination factor family protein(EMB3114);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.031265368;;;;;;;;
AT5G13850;nascent polypeptide-associated complex subunit alpha-like protein 3(NACA3);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.022811039;;;;;;;;
AT5G03540;exocyst subunit exo70 family protein A1(EXO70A1);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.019271636;;;;;;;;
AT5G44320;Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)(AT5G44320);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.004397168;;;;;;;;
AT1G27030;hypothetical protein(AT1G27030);;7-8#10;3;4h;;;;;;;0.8;0.4;;0.6;;;;;;;;;;;;;0.003479048;0.007262704;;9.95E-05;;;;;;
AT1G72410;COP1-interacting protein-like protein(AT1G72410);;8#10;2;4h;;;;;;;;0.4;;0.4;;;;;;;;;;;;;;0.008002794;;0.002378462;;;;;;
AT1G16920;RAB GTPase homolog A1B(RABA1b);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.024995904;;;;;;;;
AT1G48350;Ribosomal L18p/L5e family protein(EMB3105);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.026379581;;;;;;;;
AT5G42180;Peroxidase superfamily protein(PER64);14-16;8;4;4h;;;;;;;;0.4;;;;;;-0.9;-0.9;-1.2;;;;;;;;9.56E-05;;;;;;0.040103486;0.004603501;0.001702681
AT1G73230;Nascent polypeptide-associated complex NAC(AT1G73230);10;8;2;4h;;;;;;;;0.4;;-0.3;;;;;;;;;;;;;;0.003045132;;0.006318825;;;;;;
AT1G64710;GroES-like zinc-binding alcohol dehydrogenase family protein(AT1G64710);;8#10;2;4h;;;;;;;;0.4;;3.9;;;;;;;;;;;;;;0.000169977;;0.003639088;;;;;;
AT2G39580;zinc finger C3H1 domain protein(AT2G39580);;8#14;2;4h;;;;;;;;0.4;;;;;;0.6;;;;;;;;;;0.028726462;;;;;;0.037362906;;
AT5G48580;FK506- and rapamycin-binding protein 15 kD-2(FKBP15-2);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.021113035;;;;;;;;
AT4G21710;DNA-directed RNA polymerase family protein(NRPB2);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.012958686;;;;;;;;
AT4G17560;Ribosomal protein L19 family protein(AT4G17560);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.027739184;;;;;;;;
AT1G49480;related to vernalization1 1(RTV1);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.043791007;;;;;;;;
AT3G03100;NADH:ubiquinone oxidoreductase, 17.2kDa subunit(AT3G03100);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.006363462;;;;;;;;
AT5G08160;serine/threonine protein kinase 3(PK3);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.018491904;;;;;;;;
AT2G25760;Protein kinase family protein(AT2G25760);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.033837704;;;;;;;;
AT2G47420;Ribosomal RNA adenine dimethylase family protein(DIM1A);;8#10#12;3;4h;;;;;;;;0.4;;0.6;;0.2;;;;;;;;;;;;0.01349707;;0.000108203;;0.036473413;;;;
AT1G67680;SRP72 RNA-binding domain-containing protein(AT1G67680);10;8;2;4h;;;;;;;;0.4;;-0.4;;;;;;;;;;;;;;0.003663252;;0.00021373;;;;;;
AT2G19940;Putative N-acetyl-gamma-glutamyl-phosphate reductase(AT2G19940);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.043791007;;;;;;;;
AT1G19920;Pseudouridine synthase/archaeosine transglycosylase-like family protein(APS2);;8;1;4h;;;;;;;;0.4;;;;;;;;;;;;;;;;0.031255639;;;;;;;;
AT1G32100;pinoresinol reductase 1(PRR1);10#16;8;3;4h;;;;;;;;0.5;;-0.7;;;;;;-0.8;;;;;;;;0.000273331;;6.24E-08;;;;;;0.010420183
AT4G25740;RNA binding Plectin/S10 domain-containing protein(AT4G25740);12;8;2;4h;;;;;;;;0.5;;;;-0.5;;;;;;;;;;;;0.030023175;;;;2.96E-12;;;;
AT1G04420;NAD(P)-linked oxidoreductase superfamily protein(AT1G04420);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.017677398;;;;;;;;
AT3G54540;general control non-repressible 4(ABCF4);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.001552469;;;;;;;;
AT4G31430;flocculation protein(AT4G31430);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.03291537;;;;;;;;
AT5G10180;"slufate transporter 2;1(SULTR2;1)";14;8#10;3;4h;;;;;;;;0.5;;0.7;;;;-1.8;;;;;;;;;;0.008539128;;0.011486689;;;;0.004456027;;
AT2G42910;Phosphoribosyltransferase family protein(AT2G42910);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.016796699;;;;;;;;
AT3G51140;DnaJ (DUF3353)(AT3G51140);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.037605709;;;;;;;;
AT5G06110;DnaJ and myb-like DNA-binding domain-containing protein(AT5G06110);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.007068187;;;;;;;;
AT1G22620;Phosphoinositide phosphatase family protein(ATSAC1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.014881586;;;;;;;;
AT1G13320;protein phosphatase 2A subunit A3(PP2AA3);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.043877297;;;;;;;;
AT5G14950;golgi alpha-mannosidase II(GMII);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.027938852;;;;;;;;
AT1G04200;dyggve-melchior-clausen syndrome protein(AT1G04200);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.033207215;;;;;;;;
AT1G49130;B-box type zinc finger protein with CCT domain-containing protein(BBX17);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.012029394;;;;;;;;
AT3G20540;polymerase gamma 1(POLGAMMA1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.039715831;;;;;;;;
AT1G70560;tryptophan aminotransferase of Arabidopsis 1(TAA1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.020635177;;;;;;;;
AT1G14685;basic pentacysteine 2(BPC2);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.010202764;;;;;;;;
AT3G18190;TCP-1/cpn60 chaperonin family protein(AT3G18190);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.00040552;;;;;;;;
AT1G80480;plastid transcriptionally active 17(PTAC17);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.013344857;;;;;;;;
AT1G18700;DNAJ heat shock N-terminal domain-containing protein(AT1G18700);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.01554739;;;;;;;;
AT1G06210;ENTH/VHS/GAT family protein(AT1G06210);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.016345655;;;;;;;;
AT5G12210;RAB geranylgeranyl transferase beta subunit 1(RGTB1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.02248622;;;;;;;;
AT1G03160;FZO-like protein(FZL);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.009720677;;;;;;;;
AT4G38500;Sept9 (DUF616)(AT4G38500);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.04340542;;;;;;;;
AT3G18530;ARM repeat superfamily protein(AT3G18530);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.007258763;;;;;;;;
AT3G03710;polyribonucleotide nucleotidyltransferase(RIF10);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.005175044;;;;;;;;
AT1G06190;Rho termination factor(RHON1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.001357711;;;;;;;;
AT1G65260;plastid transcriptionally active 4(PTAC4);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.000316061;;;;;;;;
AT2G30230;6,7-dimethyl-8-ribityllumazine synthase(AT2G30230);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.043215395;;;;;;;;
AT3G26070;Plastid-lipid associated protein PAP / fibrillin family protein(AT3G26070);;8#12;2;4h;;;;;;;;0.5;;;;0.2;;;;;;;;;;;;0.012888509;;;;0.032598288;;;;
AT2G04270;RNAse E/G-like protein(RNEE/G);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.043372255;;;;;;;;
AT5G32470;heme oxygenase-like, multi-helical(AT5G32470);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.037948244;;;;;;;;
AT3G52470;Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT3G52470);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;7.72E-07;;;;;;;;
AT2G47940;DEGP protease 2(DEG2);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.000829165;;;;;;;;
AT2G34470;urease accessory protein G(UREG);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.034510272;;;;;;;;
AT1G05810;Rab GTPase-like A5A protein(RABA5E);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.009071614;;;;;;;;
AT4G09630;transmembrane protein (DUF616)(AT4G09630);10;8;2;4h;;;;;;;;0.5;;-0.5;;;;;;;;;;;;;;0.012700107;;0.000128852;;;;;;
AT1G55090;carbon-nitrogen hydrolase family protein(AT1G55090);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.033482796;;;;;;;;
AT2G22400;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G22400);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.042578378;;;;;;;;
AT1G62330;O-fucosyltransferase family protein(AT1G62330);10;8;2;4h;;;;;;;;0.5;;-0.4;;;;;;;;;;;;;;0.027348079;;0.029778247;;;;;;
AT5G13160;Protein kinase superfamily protein(PBS1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.019462669;;;;;;;;
AT5G28500;rubisco accumulation factor-like protein(AT5G28500);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.006385537;;;;;;;;
AT1G65220;ARM repeat superfamily protein(AT1G65220);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.008728575;;;;;;;;
AT5G62930;SGNH hydrolase-type esterase superfamily protein(AT5G62930);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.006596414;;;;;;;;
AT5G58090;O-Glycosyl hydrolases family 17 protein(AT5G58090);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.042089861;;;;;;;;
AT3G57340;DnaJ heat shock amino-terminal domain protein (DUF1977)(AT3G57340);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.00777635;;;;;;;;
AT3G25470;bacterial hemolysin-like protein(AT3G25470);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.032394545;;;;;;;;
AT1G11430;plastid developmental protein DAG(MORF9);12;8;2;4h;;;;;;;;0.5;;;;-0.2;;;;;;;;;;;;0.000356524;;;;0.014208774;;;;
AT5G47190;Ribosomal protein L19 family protein(AT5G47190);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;1.94E-05;;;;;;;;
AT1G61310;LRR and NB-ARC domains-containing disease resistance protein(AT1G61310);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.035677314;;;;;;;;
AT2G27730;copper ion binding protein(AT2G27730);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.038410294;;;;;;;;
AT3G54280;ROOT GROWTH DEFECTIVE 3(RGD3);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.021782021;;;;;;;;
AT3G46010;actin depolymerizing factor 1(ADF1);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.000159606;;;;;;;;
AT3G02760;Class II aaRS and biotin synthetases superfamily protein(AT3G02760);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.005932116;;;;;;;;
AT1G27595;symplekin(AT1G27595);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.026379581;;;;;;;;
AT5G66470;GTP-binding protein Era-like protein(AT5G66470);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.019395998;;;;;;;;
AT4G29700;Alkaline-phosphatase-like family protein(AT4G29700);;8#12;2;4h;;;;;;;;0.5;;;;0.4;;;;;;;;;;;;0.020819141;;;;0.014735948;;;;
AT3G52180;dual specificity protein phosphatase (DsPTP1) family protein(SEX4);13;8;2;4h;;;;;;;;0.5;;;;;-0.6;;;;;;;;;;;0.0344882;;;;;0.03363823;;;
AT5G64920;COP1-interacting protein 8(CIP8);12;8;2;4h;;;;;;;;0.5;;;;-0.4;;;;;;;;;;;;0.016287323;;;;0.003579538;;;;
AT4G10480;Nascent polypeptide-associated complex (NAC), alpha subunit family protein(AT4G10480);;8#12;2;4h;;;;;;;;0.5;;;;0.2;;;;;;;;;;;;3.82E-06;;;;0.010417377;;;;
AT3G08943;ARM repeat superfamily protein(AT3G08943);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.00452138;;;;;;;;
AT5G27120;NOP56-like pre RNA processing ribonucleoprotein(AT5G27120);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.01991405;;;;;;;;
AT1G17890;NAD(P)-binding Rossmann-fold superfamily protein(GER2);10;8;2;4h;;;;;;;;0.5;;-0.4;;;;;;;;;;;;;;0.001329959;;0.001084675;;;;;;
AT1G08030;tyrosylprotein sulfotransferase(TPST);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.027975181;;;;;;;;
AT3G11810;transmembrane protein(AT3G11810);;8#10;2;4h;;;;;;;;0.5;;0.4;;;;;;;;;;;;;;0.003046348;;0.01975717;;;;;;
AT3G46040;ribosomal protein S15A D(RPS15AD);;8#12;2;4h;;;;;;;;0.5;;;;0.2;;;;;;;;;;;;0.003732989;;;;0.027393253;;;;
AT1G60710;NAD(P)-linked oxidoreductase superfamily protein(ATB2);;8#10;2;4h;;;;;;;;0.5;;0.4;;;;;;;;;;;;;;6.71E-06;;0.000952082;;;;;;
AT3G61830;auxin response factor 18(ARF18);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.006665993;;;;;;;;
AT2G33840;Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial(AT2G33840);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.044165495;;;;;;;;
AT2G35490;Plastid-lipid associated protein PAP / fibrillin family protein(AT2G35490);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.033086762;;;;;;;;
AT4G31750;HOPW1-1-interacting 2(WIN2);;8;1;4h;;;;;;;;0.5;;;;;;;;;;;;;;;;0.010619455;;;;;;;;
AT5G14250;Proteasome component (PCI) domain protein(COP13);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.019225439;;;;;;;;
AT1G11000;Seven transmembrane MLO family protein(MLO4);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.004574142;;;;;;;;
AT5G15610;Proteasome component (PCI) domain protein(AT5G15610);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.016833292;;;;;;;;
AT2G03220;fucosyltransferase 1(FT1);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.043395351;;;;;;;;
AT3G17210;heat stable protein 1(HS1);;8#12;2;4h;;;;;;;;0.6;;;;0.2;;;;;;;;;;;;0.000771301;;;;0.0311796;;;;
AT3G25660;Amidase family protein(AT3G25660);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.002421359;;;;;;;;
AT5G40740;HAUS augmin-like complex subunit(AUG6);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.041828842;;;;;;;;
AT1G57870;shaggy-like kinase 42(SK42);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.014866083;;;;;;;;
AT1G53450;epstein-barr nuclear antigen(AT1G53450);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.03285134;;;;;;;;
AT4G23440;Disease resistance protein (TIR-NBS class)(AT4G23440);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.04303626;;;;;;;;
AT3G02560;Ribosomal protein S7e family protein(AT3G02560);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;4.30E-07;;;;;;;;
AT3G05545;RING/U-box superfamily protein(AT3G05545);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.00091907;;;;;;;;
AT5G35910;Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain-containing protein(AT5G35910);15;8;2;4h;;;;;;;;0.6;;;;;;;-0.5;;;;;;;;;0.010848131;;;;;;;0.032826064;
AT1G52730;Transducin/WD40 repeat-like superfamily protein(AT1G52730);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.018546305;;;;;;;;
AT3G49560;Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(AT3G49560);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.002142465;;;;;;;;
AT5G60960;Pentatricopeptide repeat (PPR) superfamily protein(PNM1);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.030743406;;;;;;;;
AT1G06150;basic helix loop helix (bHLH) DNA-binding superfamily protein(EMB1444);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.024068998;;;;;;;;
AT5G58590;RAN binding protein 1(RANBP1);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.024394409;;;;;;;;
AT3G17770;Dihydroxyacetone kinase(AT3G17770);;8#10;2;4h;;;;;;;;0.6;;0.4;;;;;;;;;;;;;;0.044114833;;0.014441349;;;;;;
AT3G03960;TCP-1/cpn60 chaperonin family protein(AT3G03960);10;8;2;4h;;;;;;;;0.6;;-0.3;;;;;;;;;;;;;;8.05E-07;;0.020735775;;;;;;
AT1G78370;glutathione S-transferase TAU 20(GSTU20);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.031021861;;;;;;;;
AT4G39160;Homeodomain-like superfamily protein(AT4G39160);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.040670778;;;;;;;;
AT3G47290;phosphatidylinositol-speciwc phospholipase C8(PLC8);;8;1;4h;;;;;;;;0.6;;;;;;;;;;;;;;;;0.02034982;;;;;;;;
